T_Name|T_UpperStateQuantumNumbers|T_LowerStateQuantumNumbers|T_Frequency|T_EinsteinA|T_EnergyLower|T_UpperStateDegeneracy
H2NCH2COOH,II;v=0;hyp1|ElecStateLabel = X; J = 2; Ka = 1; Kc = 1; F_N = 1; |ElecStateLabel = X; J = 2; Ka = 1; Kc = 2; F_N = 1; |3190.8839|1.36401e-09|0.875003|3
H2NCH2COOHII;v=0;hyp1|ElecStateLabel = X; v24 = 0; J = 2; Ka = 1; Kc = 1; F_N = 1; |ElecStateLabel = X; v24 = 0; J = 2; Ka = 1; Kc = 2; F_N = 1; |3190.8894|1.36369e-09|700.875001|3
H2NCH2COOHII;v=0;hyp1|ElecStateLabel = X; v24 = 0; J = 11; Ka = 4; Kc = 7; F_N = 10; |ElecStateLabel = X; v24 = 0; J = 11; Ka = 4; Kc = 8; F_N = 10; |3191.1334|1.12884e-09|719.303252|21
H2NCH2COOHII;v=0;hyp1|ElecStateLabel = X; v24 = 0; J = 11; Ka = 4; Kc = 7; F_N = 12; |ElecStateLabel = X; v24 = 0; J = 11; Ka = 4; Kc = 8; F_N = 12; |3191.1593|1.13036e-09|719.303254|25
H2NCH2COOHII;v=0;|v24 = 0; J = 11; Ka = 4; Kc = 7; |v24 = 0; J = 11; Ka = 4; Kc = 8; |3191.2462|1.13846e-09|719.303261|69
H2NCH2COOHII;v=0;hyp1|ElecStateLabel = X; v24 = 0; J = 11; Ka = 4; Kc = 7; F_N = 11; |ElecStateLabel = X; v24 = 0; J = 11; Ka = 4; Kc = 8; F_N = 11; |3191.4436|1.12142e-09|719.303276|23
H2NCH2COOH,II;v=0;hyp1|ElecStateLabel = X; J = 2; Ka = 1; Kc = 1; F_N = 3; |ElecStateLabel = X; J = 2; Ka = 1; Kc = 2; F_N = 3; |3191.708|1.61791e-09|0.874994|7
H2NCH2COOHII;v=0;hyp1|ElecStateLabel = X; v24 = 0; J = 2; Ka = 1; Kc = 1; F_N = 3; |ElecStateLabel = X; v24 = 0; J = 2; Ka = 1; Kc = 2; F_N = 3; |3191.7134|1.6179e-09|700.874992|7
H2NCH2COOHII;v=0;|v24 = 0; J = 2; Ka = 1; Kc = 1; |v24 = 0; J = 2; Ka = 1; Kc = 2; |3192.0429|1.82056e-09|700.874989|15
H2NCH2COOH,II;v=0;hyp1|ElecStateLabel = X; J = 2; Ka = 1; Kc = 1; F_N = 2; |ElecStateLabel = X; J = 2; Ka = 1; Kc = 2; F_N = 2; |3193.1911|1.26614e-09|0.874979|5
H2NCH2COOHII;v=0;hyp1|ElecStateLabel = X; v24 = 0; J = 2; Ka = 1; Kc = 1; F_N = 2; |ElecStateLabel = X; v24 = 0; J = 2; Ka = 1; Kc = 2; F_N = 2; |3193.1962|1.26585e-09|700.874977|5
CH3CHNH2COOH;v=0;|ElecStateLabel = X; J = 4; Ka = 2; Kc = 2; |ElecStateLabel = X; J = 4; Ka = 2; Kc = 3; |3200.8606|1.48361e-09|2.1334|27
i-C3H7CN;v=0;|ElecStateLabel = X; J = 2; Ka = 1; Kc = 1; |ElecStateLabel = X; J = 2; Ka = 1; Kc = 2; |3201.0861|1.02935e-09|0.784312|5
C8O;v=0;|ElecStateLabel = X; S = 1; J = 4; N = 4; |ElecStateLabel = X; S = 1; J = 3; N = 3; |3205.1413|3.42194e-09|2.408265|9
HC13N;v=0;|ElecStateLabel = X; J = 15; |ElecStateLabel = X; J = 14; |3209.1763|6.47989e-09|0.749326|31
CH3CHNH2COOH;v=0;|ElecStateLabel = X; J = 6; Ka = 3; Kc = 3; |ElecStateLabel = X; J = 6; Ka = 3; Kc = 4; |3213.3219|1.50637e-09|4.5932|39
H2NCH2COOHII;v24=1;|v24 = 1; J = 11; Ka = 4; Kc = 7; |v24 = 1; J = 11; Ka = 4; Kc = 8; |3215.6883|1.16274e-09|1506.307915|69
NaCN,NaNC;v=0;|ElecStateLabel = X; J = 15; Ka = 3; Kc = 12; |ElecStateLabel = X; J = 15; Ka = 3; Kc = 13; |3265.9508|1.1575e-09|77.700973|31
DCCCCCCCN;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3271.891|4.05964e-09|0.109139|7
C8O;v=0;|ElecStateLabel = X; S = 1; J = 4; N = 3; |ElecStateLabel = X; S = 1; J = 3; N = 2; |3280.9304|3.67056e-09|2.412067|9
NaCN,NaNC;v=0;|ElecStateLabel = X; J = 2; Ka = 1; Kc = 1; |ElecStateLabel = X; J = 2; Ka = 1; Kc = 2; |3289.6602|5.40938e-09|3.181287|5
HC-13-CCCCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3309.6491|3.52934e-09|0.110441|5
HC-13-CCCCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3309.8635|3.73588e-09|0.110369|7
HC-13-CCCCCCN;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3309.8635|4.20236e-09|0.110405|7
HC-13-CCCCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3309.9146|4.20296e-09|0.110415|9
HCCCCCCCN-15;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3313.5199|4.21592e-09|0.110527|7
C10H;v=0;|ElecStateLabel = X; S = 0.5; J = 5.5; N = 5; parity = -; kronigParity = e; |ElecStateLabel = X; S = 0.5; J = 4.5; N = 4; parity = +; kronigParity = e; |3313.8439|1.01091e-08|0.211027|12
C10H;v=0;|ElecStateLabel = X; S = 0.5; J = 5.5; N = 5; parity = +; kronigParity = f; |ElecStateLabel = X; S = 0.5; J = 4.5; N = 4; parity = -; kronigParity = f; |3313.8455|1.01091e-08|0.211027|12
C10H;v=0;|ElecStateLabel = X; S = 0.5; J = 5.5; N = 6; parity = -; kronigParity = e; |ElecStateLabel = X; S = 0.5; J = 4.5; N = 5; parity = +; kronigParity = e; |3314.3171|1.08355e-08|23.580431|12
C7S;v=0;|ElecStateLabel = X; J = 4; |ElecStateLabel = X; J = 3; |3315.4238|7.24758e-09|0.165886|9
C10H;v=0;|ElecStateLabel = X; S = 0.5; J = 5.5; N = 6; parity = +; kronigParity = f; |ElecStateLabel = X; S = 0.5; J = 4.5; N = 5; parity = -; kronigParity = f; |3319.0768|1.08811e-08|23.581225|12
CH3C9N;v=0;|ElecStateLabel = X; J = 8; K = 6; |ElecStateLabel = X; J = 7; K = 6; |3339.478|3.77059e-09|189.867061|68
CH3C9N;v=0;|ElecStateLabel = X; J = 8; K = 5; |ElecStateLabel = X; J = 7; K = 5; |3339.5736|5.25196e-09|131.997225|34
CH3C9N;v=0;|ElecStateLabel = X; J = 8; K = 4; |ElecStateLabel = X; J = 7; K = 4; |3339.6519|6.4652e-09|84.632186|34
CH3C9N;v=0;|ElecStateLabel = X; J = 8; K = 3; |ElecStateLabel = X; J = 7; K = 3; |3339.7127|7.40814e-09|47.782138|68
CH3C9N;v=0;|ElecStateLabel = X; J = 8; K = 2; |ElecStateLabel = X; J = 7; K = 2; |3339.7561|8.08187e-09|21.455012|34
CH3C9N;v=0;|ElecStateLabel = X; J = 8; K = 1; |ElecStateLabel = X; J = 7; K = 1; |3339.7822|8.48615e-09|5.65647|34
CH3C9N;v=0;|ElecStateLabel = X; J = 8; K = 0; |ElecStateLabel = X; J = 7; K = 0; |3339.7909|8.6207e-09|0.389912|34
HCC-13-CCCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3343.7785|3.63997e-09|0.111579|5
HCC-13-CCCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3343.9929|3.8521e-09|0.111508|7
HCC-13-CCCCCN;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3343.9929|4.33409e-09|0.111544|7
HCC-13-CCCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3344.044|4.33371e-09|0.111554|9
HCCCCCCC-13-N;v=0;hyp1|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3345.0215|3.64414e-09|0.111621|5
HCCCCCCC-13-N;v=0;hyp1|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3345.2359|3.85651e-09|0.111549|7
HCCCCCCC-13-N;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3345.2359|4.33905e-09|0.111585|7
HCCCCCCC-13-N;v=0;hyp1|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3345.287|4.33867e-09|0.111595|9
l-HC6N;v=0;hyp2|ElecStateLabel = X; S = 1; J = 2; N = 2; F1 = 2; F = 1.5; |ElecStateLabel = X; S = 1; J = 1; N = 1; F1 = 1; F = 0.5; |3359.9033|1.59853e-09|0.716089|4
l-HC6N;v=0;hyp2|ElecStateLabel = X; S = 1; J = 2; N = 2; F1 = 1; F = 0.5; |ElecStateLabel = X; S = 1; J = 1; N = 1; F1 = 1; F = 0.5; |3361.7067|2.61748e-09|0.716089|2
l-HC6N;v=0;hyp2|ElecStateLabel = X; S = 1; J = 2; N = 2; F1 = 3; F = 2.5; |ElecStateLabel = X; S = 1; J = 1; N = 1; F1 = 2; F = 1.5; |3361.7256|2.72248e-09|0.715989|6
l-HC6N;v=0;hyp2|ElecStateLabel = X; S = 1; J = 2; N = 2; F1 = 2; F = 1.5; |ElecStateLabel = X; S = 1; J = 1; N = 1; F1 = 2; F = 1.5; |3362.8954|1.51673e-09|0.715989|4
l-HC6N;v=0;hyp2|ElecStateLabel = X; S = 1; J = 2; N = 2; F1 = 2; F = 2.5; |ElecStateLabel = X; S = 1; J = 1; N = 1; F1 = 1; F = 1.5; |3365.1119|2.96484e-09|0.715708|6
l-HC6N;v=0;hyp1|ElecStateLabel = X; S = 1; J = 2; N = 2; |ElecStateLabel = X; S = 1; J = 1; N = 1; |3365.2292|3.52978e-09|0.715783|30
l-HC6N;v=0;hyp2|ElecStateLabel = X; S = 1; J = 2; N = 2; F1 = 1; F = 1.5; |ElecStateLabel = X; S = 1; J = 1; N = 1; F1 = 0; F = 0.5; |3366.0653|2.76322e-09|0.715738|4
l-HC6N;v=0;hyp2|ElecStateLabel = X; S = 1; J = 2; N = 2; F1 = 3; F = 3.5; |ElecStateLabel = X; S = 1; J = 1; N = 1; F1 = 2; F = 2.5; |3367.1876|3.5329e-09|0.715609|8
HCCC-13-CCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3369.9462|3.72564e-09|0.112452|5
HCCC-13-CCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3370.1606|3.94366e-09|0.112381|7
HCCC-13-CCCCN;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3370.1606|4.43609e-09|0.112416|7
HCCC-13-CCCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3370.2117|4.43672e-09|0.112427|9
HCCCCCC-13-CN;v=0;hyp1|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3370.7479|3.72905e-09|0.112479|5
HCCCCCC-13-CN;v=0;hyp1|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3370.9624|3.94637e-09|0.112407|7
HCCCCCC-13-CN;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3370.9624|4.43913e-09|0.112443|7
HCCCCCC-13-CN;v=0;hyp1|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3371.0134|4.43976e-09|0.112453|9
HC11N;v=0;#1|ElecStateLabel = X; J = 10; |ElecStateLabel = X; J = 9; |3381.2579|8.23635e-09|0.50754|21
HC11N;v=0;|ElecStateLabel = X; J = 10; |ElecStateLabel = X; J = 9; |3381.2579|6.41101e-09|0.50754|21
HCCCC-13-CCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3381.882|3.76617e-09|0.11285|5
HCCCC-13-CCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3382.0964|3.98565e-09|0.112779|7
HCCCC-13-CCCN;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3382.0964|4.48331e-09|0.112815|7
HCCCC-13-CCCN;v=0;|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3382.1475|4.48395e-09|0.112825|9
HCCCCC-13-CCN;v=0;|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3382.1793|3.76703e-09|0.11286|5
HCCCCC-13-CCN;v=0;|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3382.3937|3.98656e-09|0.112789|7
HCCCCC-13-CCN;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3382.3937|4.48434e-09|0.112825|7
HCCCCC-13-CCN;v=0;|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3382.4447|4.48498e-09|0.112835|9
HCCCCCCCN;v=0;hyp1|ElecStateLabel = X; v15 = 0; J = 3; F_N = 2; |ElecStateLabel = X; v15 = 0; J = 2; F_N = 1; |3383.7916|1.25748e-09|0.112914|5
HCCCCCCCN;v=0;#1|ElecStateLabel = X; J = 3; F_N = 2; |ElecStateLabel = X; J = 2; F_N = 1; |3383.798|4.05934e-09|0.112913|5
HCCCCCCCN;v=0;#1|ElecStateLabel = X; J = 3; F_N = 3; |ElecStateLabel = X; J = 2; F_N = 2; |3384.0042|4.29589e-09|0.112844|7
HCCCCCCCN;v=0;hyp1|ElecStateLabel = X; v15 = 0; J = 3; F_N = 3; |ElecStateLabel = X; v15 = 0; J = 2; F_N = 2; |3384.0063|1.33076e-09|0.112843|7
HCCCCCCCN;v=0;|ElecStateLabel = X; v15 = 0; J = 3; |ElecStateLabel = X; v15 = 0; J = 2; |3384.0063|4.49158e-09|0.112878|7
HCCCCCCCN;v=0;#1|ElecStateLabel = X; J = 3; F_N = 4; |ElecStateLabel = X; J = 2; F_N = 3; |3384.0533|4.83298e-09|0.112888|9
HCCCCCCCN;v=0;hyp1|ElecStateLabel = X; v15 = 0; J = 3; F_N = 4; |ElecStateLabel = X; v15 = 0; J = 2; F_N = 3; |3384.0574|1.49714e-09|0.112889|9
HCCCCCCCN;v15=1;|ElecStateLabel = X; v15 = 1; l15 = 1; J = 3; kronigParity = e; |ElecStateLabel = X; v15 = 1; l15 = 1; J = 2; kronigParity = e; |3388.2401|4.00732e-09|62.1037|7
HCCCCCCCN;v15=1;|ElecStateLabel = X; v15 = 1; l15 = 1; J = 3; kronigParity = f; |ElecStateLabel = X; v15 = 1; l15 = 1; J = 2; kronigParity = f; |3390.3986|4.0145e-09|62.1038|7
HCCCCCCCN;v15=2;|ElecStateLabel = X; v15 = 2; l15 = 2; J = 3; kronigParity = f; |ElecStateLabel = X; v15 = 2; l15 = 2; J = 2; kronigParity = f; |3394.6376|2.51835e-09|124.3969|7
HCCCCCCCN;v15=2;|ElecStateLabel = X; v15 = 2; l15 = 2; J = 3; kronigParity = e; |ElecStateLabel = X; v15 = 2; l15 = 2; J = 2; kronigParity = e; |3394.6391|2.51835e-09|124.3969|7
HCCCCCCCN;v15=2;|ElecStateLabel = X; v15 = 2; l15 = 0; J = 3; kronigParity = e; |ElecStateLabel = X; v15 = 2; l15 = 0; J = 2; kronigParity = e; |3394.6528|4.53385e-09|124.1324|7
C6O;v=0;|ElecStateLabel = X; S = 1; J = 2; F = 2; |ElecStateLabel = X; S = 1; J = 1; F = 1; |3399.0307|1.80698e-09|1.157613|5
l-C7H2;v=0;|ElecStateLabel = X; J = 2; Ka = 1; Kc = 2; |ElecStateLabel = X; J = 1; Ka = 1; Kc = 1; |3399.7586|8.13532e-09|9.243337|15
TiO2;v=0;|ElecStateLabel = X; v1 = 0; v2 = 0; v3 = 0; J = 18; Ka = 7; Kc = 11; |ElecStateLabel = X; v1 = 0; v2 = 0; v3 = 0; J = 19; Ka = 6; Kc = 14; |3401.4465|1.02109e-09|123.91618|37
l-C7H2;v=0;|ElecStateLabel = X; J = 2; Ka = 0; Kc = 2; |ElecStateLabel = X; J = 1; Ka = 0; Kc = 1; |3402.4083|1.08743e-08|0.056746|5
l-C7H2;v=0;|ElecStateLabel = X; J = 2; Ka = 1; Kc = 1; |ElecStateLabel = X; J = 1; Ka = 1; Kc = 0; |3404.9966|8.17417e-09|9.243425|15
CH3CHNH2COOH;v=0;|ElecStateLabel = X; J = 53; Ka = 23; Kc = 30; |ElecStateLabel = X; J = 53; Ka = 23; Kc = 31; |3413.9384|1.23518e-09|311.124|321
c-C3H;v=0;|ElecStateLabel = X; J = 3; Ka = 3; Kc = 0; F1 = 2.5; F = 2; |ElecStateLabel = X; J = 3; Ka = 3; Kc = 1; F1 = 2.5; F = 2; |3415.5665|1.7192e-09|14.0445|5
c-C3H;v=0;|ElecStateLabel = X; J = 3; Ka = 3; Kc = 0; F1 = 2.5; F = 3; |ElecStateLabel = X; J = 3; Ka = 3; Kc = 1; F1 = 2.5; F = 3; |3415.6246|1.73703e-09|14.0447|7
HC13N;v=0;|ElecStateLabel = X; J = 16; |ElecStateLabel = X; J = 15; |3423.1212|7.88088e-09|0.856373|33
ND3;v=0;|ElecStateLabel = X; v1 = 0; v2 = 0; v3 = 0; v4 = 0; vibInv = a; J = 23; K = 23; rovibSym = E; |ElecStateLabel = X; v1 = 0; v2 = 0; v3 = 0; v4 = 0; vibInv = s; J = 23; K = 23; rovibSym = E; |3424.2876|1.00334e-09|1817.8825|376
H2NCH2COOHII;v24=1;|v24 = 1; J = 25; Ka = 8; Kc = 17; |v24 = 1; J = 25; Ka = 8; Kc = 18; |3427.573|1.0588e-09|1579.265081|153
CH3CHNH2COOH;v=0;|ElecStateLabel = X; J = 36; Ka = 16; Kc = 20; |ElecStateLabel = X; J = 36; Ka = 16; Kc = 21; |3433.1782|1.3782e-09|145.4686|219
C7O;v=0;|ElecStateLabel = X; J = 3; |ElecStateLabel = X; J = 2; |3437.6456|3.95376e-09|0.114668|7
c-C3H;v=0;|ElecStateLabel = X; J = 3; Ka = 3; Kc = 0; F1 = 3.5; F = 3; |ElecStateLabel = X; J = 3; Ka = 3; Kc = 1; F1 = 3.5; F = 3; |3447.7142|1.86632e-09|14.0536|7
c-C3H;v=0;|ElecStateLabel = X; J = 3; Ka = 3; Kc = 0; F1 = 3.5; F = 4; |ElecStateLabel = X; J = 3; Ka = 3; Kc = 1; F1 = 3.5; F = 4; |3447.8425|1.86405e-09|14.0532|9
